model name,query index,verification time,verification memory,answer,solved by query simplification,prev place count,prev transition count,post place count,post transition count,reduce time,state space size,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule J,rule K,rule L,rule M,rule N,rule P,rule Q,rule R,rule S
ASLink-PT-03a,16,0.0,308060,NONE,FALSE,821,1281,615,1105,0.011924,0,141,38,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ASLink-PT-03a,2,0.003642,8920,FALSE,FALSE,821,1281,597,1093,0.011571,0,141,38,44,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,3,0.0,7640,TRUE,TRUE,821,1281,622,1109,0.010479,0,137,38,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ASLink-PT-03a,4,0.0,7464,TRUE,TRUE,821,1281,595,1092,0.011604,0,142,37,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,5,0.0,246052,NONE,FALSE,821,1281,595,1092,0.011559,0,142,38,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,6,0.0,7480,TRUE,TRUE,821,1281,600,1096,0.011244,0,141,38,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,33
ASLink-PT-03a,7,0.0,7532,FALSE,TRUE,821,1281,596,1093,0.011855,0,142,37,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,8,0.002985,8760,FALSE,FALSE,821,1281,596,1093,0.011251,0,141,38,45,18,0,0,0,0,0,0,0,0,2,0,0,0,0,40
ASLink-PT-03a,9,20.2154,46732,TRUE,FALSE,821,1281,619,1108,0.011753,0,138,38,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ASLink-PT-03b,1,0.0,7464,FALSE,TRUE,1638,2094,598,1094,0.015852,0,916,64,48,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,10,1.76923,11576,FALSE,FALSE,1638,2094,600,1097,0.017313,0,913,64,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,11,0.0,7476,FALSE,TRUE,1638,2094,599,1094,0.015525,0,916,64,47,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,12,0.002591,8872,FALSE,FALSE,1638,2094,605,1099,0.014935,0,915,64,48,18,0,0,0,0,0,0,0,0,2,0,0,0,0,62
ASLink-PT-03b,13,0.0,7536,FALSE,TRUE,1638,2094,598,1095,0.015138,0,915,63,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,14,1.35882,9844,FALSE,FALSE,1638,2094,598,1095,0.016356,0,915,62,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,69
ASLink-PT-03b,15,0.0,7468,FALSE,TRUE,1638,2094,597,1094,0.01531,0,916,63,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,16,0.0,335712,NONE,FALSE,1638,2094,606,1100,0.015601,0,914,64,48,18,0,0,0,0,0,0,0,0,2,0,0,0,0,62
ASLink-PT-03b,2,3.86492,14924,FALSE,FALSE,1638,2094,623,1115,0.014485,0,901,62,45,17,0,0,0,0,0,0,0,0,2,0,0,0,0,59
ASLink-PT-03b,3,0.0,7468,FALSE,TRUE,1638,2094,596,1093,0.015426,0,917,64,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,4,4.49448,17548,TRUE,FALSE,1638,2094,597,1094,0.012942,0,915,64,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,69
ASLink-PT-03b,5,0.0,272628,NONE,FALSE,1638,2094,599,1095,0.015506,0,916,63,48,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,6,0.017985,8536,FALSE,FALSE,1638,2094,604,1099,0.015813,0,913,63,48,18,0,0,0,0,0,0,0,0,2,0,0,0,0,62
ASLink-PT-03b,7,1.38431,9812,FALSE,FALSE,1638,2094,597,1094,0.015323,0,916,64,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,8,0.0,7468,FALSE,TRUE,1638,2094,596,1093,0.015513,0,917,64,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,68
ASLink-PT-03b,9,3.00221,15112,FALSE,FALSE,1638,2094,601,1098,0.015611,0,913,62,49,18,0,0,0,0,0,0,0,0,2,0,0,0,0,69
ASLink-PT-04a,1,0.0,8572,TRUE,TRUE,1016,1554,757,1333,0.014064,0,178,47,55,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ASLink-PT-04a,10,0.0,8416,FALSE,TRUE,1016,1554,728,1314,0.011846,0,181,48,57,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,11,87.8184,223828,TRUE,FALSE,1016,1554,726,1313,0.013822,0,182,48,58,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,12,0.0,8412,FALSE,TRUE,1016,1554,726,1313,0.01396,0,182,48,58,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,13,0.0,8524,FALSE,TRUE,1016,1554,732,1318,0.015148,0,181,47,58,21,0,0,0,0,0,0,0,0,2,0,0,0,0,43
ASLink-PT-04a,14,0.0,429960,NONE,FALSE,1016,1554,730,1316,0.013884,0,179,48,57,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,15,0.0,8480,FALSE,TRUE,1016,1554,728,1315,0.014146,0,180,47,58,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,16,0.0,8500,FALSE,TRUE,1016,1554,734,1318,0.013934,0,177,48,55,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,2,87.9193,154256,FALSE,FALSE,1016,1554,726,1313,0.012009,0,182,48,58,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,3,0.0,236060,NONE,FALSE,1016,1554,728,1314,0.013588,0,181,47,57,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,4,0.0,8524,FALSE,TRUE,1016,1554,730,1315,0.012099,0,180,48,56,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,5,0.497695,8684,FALSE,FALSE,1016,1554,760,1336,0.014351,0,176,41,55,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ASLink-PT-04a,6,0.0,8420,TRUE,TRUE,1016,1554,728,1314,0.014145,0,181,48,57,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,7,0.0,8412,FALSE,TRUE,1016,1554,726,1313,0.011861,0,182,48,58,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04a,8,0.0,8604,TRUE,TRUE,1016,1554,761,1342,0.014136,0,175,46,55,16,0,0,0,0,0,0,0,0,0,0,0,0,2,11
ASLink-PT-04a,9,68.1247,138476,FALSE,FALSE,1016,1554,728,1314,0.014148,0,181,48,57,21,0,0,0,0,0,0,0,0,2,0,0,0,0,50
ASLink-PT-04b,1,0.0,8504,TRUE,TRUE,2034,2567,735,1320,0.018481,0,1146,81,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,75
ASLink-PT-04b,10,0.0,8416,FALSE,TRUE,2034,2567,727,1314,0.019036,0,1148,81,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,83
ASLink-PT-04b,11,0.0,8420,FALSE,TRUE,2034,2567,729,1316,0.019179,0,1146,81,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,83
ASLink-PT-04b,12,0.0,8556,TRUE,TRUE,2034,2567,747,1329,0.019369,0,1139,78,60,21,0,0,0,0,0,0,0,0,2,0,0,0,0,70
ASLink-PT-04b,13,0.0,277848,NONE,FALSE,2034,2567,737,1322,0.0189,0,1142,79,61,21,0,0,0,0,0,0,0,0,2,0,0,0,0,82
ASLink-PT-04b,14,0.0,8416,TRUE,TRUE,2034,2567,727,1314,0.022431,0,1148,81,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,83
ASLink-PT-04b,15,0.628924,9440,FALSE,FALSE,2034,2567,727,1314,0.018923,0,1149,77,63,21,0,0,0,0,0,0,0,0,3,0,0,0,0,82
ASLink-PT-04b,16,72.092,151400,FALSE,FALSE,2034,2567,734,1319,0.016224,0,1147,81,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,75
ASLink-PT-04b,2,58.9524,141912,TRUE,FALSE,2034,2567,739,1323,0.018981,0,1141,74,60,21,0,0,0,0,0,0,0,0,3,0,0,0,0,84
ASLink-PT-04b,3,15.4166,89192,FALSE,FALSE,2034,2567,734,1320,0.01874,0,1141,81,62,21,0,0,0,0,0,0,0,0,2,0,0,0,0,84
ASLink-PT-04b,4,23.6067,70592,TRUE,FALSE,2034,2567,732,1319,0.018903,0,1143,80,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,83
ASLink-PT-04b,5,168.167,361512,FALSE,FALSE,2034,2567,727,1314,0.015705,0,1147,79,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,85
ASLink-PT-04b,6,75.4034,154880,FALSE,FALSE,2034,2567,736,1319,0.018973,0,1148,73,61,21,0,0,0,0,0,0,0,0,2,0,0,0,0,78
ASLink-PT-04b,7,0.0,8416,FALSE,TRUE,2034,2567,728,1315,0.021898,0,1147,81,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,83
ASLink-PT-04b,8,0.0,259768,NONE,FALSE,2034,2567,728,1315,0.018543,0,1147,81,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,83
ASLink-PT-04b,9,0.0,8548,FALSE,TRUE,2034,2567,743,1327,0.018979,0,1141,79,61,20,0,0,0,0,0,0,0,0,2,0,0,0,0,75
ASLink-PT-05a,1,0.0,741396,NONE,FALSE,1211,1827,858,1535,0.015869,0,221,58,71,24,0,0,0,0,0,0,0,0,2,0,0,0,0,58
ASLink-PT-05a,10,0.0,214248,NONE,FALSE,1211,1827,892,1557,0.016967,0,220,52,69,20,0,0,0,0,0,0,0,0,0,0,0,0,1,14
ASLink-PT-05a,11,0.0,9140,TRUE,TRUE,1211,1827,858,1535,0.01653,0,221,58,71,24,0,0,0,0,0,0,0,0,2,0,0,0,0,60
ASLink-PT-05a,12,0.0,9160,FALSE,TRUE,1211,1827,865,1540,0.016561,0,217,55,69,24,0,0,0,0,0,0,0,0,2,0,0,0,0,60
ASLink-PT-05a,13,0.0,9080,FALSE,TRUE,1211,1827,857,1534,0.016866,0,222,58,71,24,0,0,0,0,0,0,0,0,2,0,0,0,0,60
ASLink-PT-05a,14,1.40661,11140,TRUE,FALSE,1211,1827,858,1535,0.016524,0,222,55,71,24,0,0,0,0,0,0,0,0,2,0,0,0,0,61
ASLink-PT-05a,15,0.0,432428,NONE,FALSE,1211,1827,864,1539,0.016525,0,219,58,69,24,0,0,0,0,0,0,0,0,2,0,0,0,0,57
ASLink-PT-05a,16,0.0,192364,NONE,FALSE,1211,1827,895,1560,0.017106,0,216,58,69,24,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ASLink-PT-05a,2,2.41416,13460,FALSE,FALSE,1211,1827,857,1534,0.016885,0,222,58,71,24,0,0,0,0,0,0,0,0,2,0,0,0,0,60
ASLink-PT-05a,3,0.0,414472,NONE,FALSE,1211,1827,862,1537,0.017022,0,221,58,69,24,0,0,0,0,0,0,0,0,2,0,0,0,0,57
ASLink-PT-05a,4,0.0,9192,FALSE,TRUE,1211,1827,866,1541,0.015912,0,216,55,69,24,0,0,0,0,0,0,0,0,2,0,0,0,0,61
ASLink-PT-05a,5,4.98921,20280,FALSE,FALSE,1211,1827,860,1536,0.01392,0,220,58,70,24,0,0,0,0,0,0,0,0,2,0,0,0,0,60
ASLink-PT-05a,6,0.032305,9212,FALSE,FALSE,1211,1827,862,1537,0.016439,0,219,58,69,24,0,0,0,0,0,0,0,0,2,0,0,0,0,60
ASLink-PT-05a,7,0.0,9088,FALSE,TRUE,1211,1827,862,1538,0.016516,0,221,58,71,24,0,0,0,0,0,0,0,0,2,0,0,0,0,53
ASLink-PT-05a,8,0.0,427276,NONE,FALSE,1211,1827,897,1561,0.01676,0,216,57,68,24,0,0,0,0,0,0,0,0,0,0,0,0,0,22
