,model name,query index,base-rules@verification time,with-r-last@verification time,veri time ratio,base-rules@state space size,with-r-last@state space size,state space ratio,net size,with-r-last@reduce time,base-rules@answer
5489,DNAwalker-PT-05track28LR,7,42.77,41.06,1.0416463711641502,213528706,213528706,1.0,284,0.000734,FALSE
5488,DNAwalker-PT-08ringLL,6,241.15,239.92,1.0051267089029676,185437003,185437003,1.0,287,0.000243,TRUE
5487,DNAwalker-PT-08ringLL,7,181.57,186.54,0.9733569207676638,176407915,176407915,1.0,287,0.000246,FALSE
5486,DNAwalker-PT-08ringLL,8,31.15,31.74,0.981411468178954,17806056,17806056,1.0,287,0.000698,FALSE
5485,DNAwalker-PT-10ringRL,7,195.9,196.37,0.9976065590466976,194700265,194700265,1.0,287,0.000242,FALSE
5484,DNAwalker-PT-10ringRL,9,191.02,199.82,0.9559603643278952,185437003,185437003,1.0,287,0.000255,TRUE
5483,DNAwalker-PT-10ringRL,10,39.92,40.97,0.9743714913351234,12890281,12890281,1.0,287,0.000704,TRUE
5482,DNAwalker-PT-10ringRL,11,31.28,31.52,0.9923857868020305,11631753,11631753,1.0,287,0.000686,FALSE
5481,DNAwalker-PT-10ringRL,12,10.03,10.18,0.9852652259332023,194452101,194452101,1.0,287,0.000242,FALSE
5480,DNAwalker-PT-10ringRL,13,138.75,139.03,0.9979860461770841,176407915,176407915,1.0,287,0.000247,FALSE
5479,DNAwalker-PT-10ringRL,14,57.43,59.45,0.9660218671152229,29396584,29396584,1.0,287,0.000695,TRUE
5492,DNAwalker-PT-05track28LR,3,0.02,0.04,0.5,207202377,207202377,1.0,284,0.000732,FALSE
5540,DNAwalker-PT-06track28RL,12,140.46,133.2,1.0545045045045047,142843408,142843408,1.0,284,0.00052,TRUE
5508,DNAwalker-PT-03track12BlockBoth,15,30.03,30.04,0.9996671105193077,17268,17268,1.0,98,6.5e-05,TRUE
5510,IBMB2S565S3960-PT-none,3,0.02,0.39,0.05128205128205128,97077,97077,1.0,452,0.000717,FALSE
5538,DNAwalker-PT-06track28RL,14,221.59,228.19,0.9710767343003638,231680489,231680489,1.0,284,0.000523,FALSE
5537,DNAwalker-PT-06track28RL,15,221.12,225.16,0.9820572037662108,253185805,253185805,1.0,284,0.000521,TRUE
5536,DNAwalker-PT-07track28RR,1,262.18,268.64,0.9759529481834426,151848497,151848497,1.0,284,0.000525,FALSE
5535,DNAwalker-PT-07track28RR,2,0.04,0.51,0.0784313725490196,228001218,228001218,1.0,284,0.000746,FALSE
5534,DNAwalker-PT-07track28RR,5,176.52,176.46,1.000340020401224,230755064,230755064,1.0,284,0.000744,TRUE
5533,DNAwalker-PT-03track12BlockBoth,6,0.07,0.08,0.8750000000000001,17268,17268,1.0,98,6.7e-05,TRUE
5532,DNAwalker-PT-07track28RR,6,105.47,108.02,0.9763932605073135,144612889,144612889,1.0,284,0.000723,TRUE
5531,DNAwalker-PT-07track28RR,7,10.05,10.08,0.9970238095238095,255650707,255650707,1.0,284,0.000539,TRUE
5530,DNAwalker-PT-07track28RR,8,0.02,0.05,0.39999999999999997,446648215,446648215,1.0,284,0.000745,FALSE
5529,DNAwalker-PT-07track28RR,9,71.3,71.45,0.9979006298110566,229579773,229579773,1.0,284,0.00053,TRUE
5528,DNAwalker-PT-07track28RR,10,52.17,52.74,0.9891922639362912,250101621,250101621,1.0,284,0.000522,TRUE
5527,DNAwalker-PT-07track28RR,11,0.04,0.11,0.36363636363636365,385338938,385338938,1.0,284,0.000543,TRUE
5526,DNAwalker-PT-07track28RR,13,0.04,0.11,0.36363636363636365,155085797,155085797,1.0,284,0.000528,TRUE
5509,DNAwalker-PT-03track12BlockBoth,14,5.49,5.71,0.9614711033274956,15811,15811,1.0,98,6.7e-05,FALSE
5525,DNAwalker-PT-07track28RR,16,170.83,173.64,0.9838170928357522,201926473,201926473,1.0,284,0.000809,FALSE
5523,DNAwalker-PT-08ringLL,2,31.09,31.16,0.9977535301668806,11631384,11631384,1.0,287,0.00069,TRUE
5522,DNAwalker-PT-08ringLL,3,0.05,0.04,1.25,204187441,204187441,1.0,287,0.000243,TRUE
5521,DNAwalker-PT-08ringLL,4,0.01,0.06,0.16666666666666669,2,2,1.0,287,0.00029,FALSE
5520,DNAwalker-PT-08ringLL,5,185.32,190.98,0.9703633888365274,185443203,185443203,1.0,287,0.000244,FALSE
5519,DNAwalker-PT-05track28LR,13,10.03,11.01,0.910990009082652,482853366,482853366,1.0,284,0.000745,FALSE
5518,DNAwalker-PT-05track28LR,12,20.02,20.51,0.9761092150170647,155085797,155085797,1.0,284,0.00052,TRUE
5517,DNAwalker-PT-05track28LR,11,243.75,252.41,0.9656907412543084,383380498,383380498,1.0,284,0.000544,TRUE
5516,DNAwalker-PT-05track28LR,10,36.95,38.47,0.9604886924876528,593780746,593780746,1.0,284,0.000544,TRUE
5515,DNAwalker-PT-03track12BlockBoth,8,4.81,4.73,1.0169133192389004,17268,17268,1.0,98,6.5e-05,FALSE
5514,DNAwalker-PT-03track12BlockBoth,9,0.02,0.11,0.18181818181818182,15811,15811,1.0,98,6.5e-05,FALSE
5513,DNAwalker-PT-03track12BlockBoth,10,9.69,9.95,0.9738693467336683,9076,9076,1.0,98,0.000188,FALSE
5512,DNAwalker-PT-03track12BlockBoth,11,6.17,6.4,0.9640624999999999,6416,6416,1.0,98,0.000178,FALSE
5511,DNAwalker-PT-03track12BlockBoth,12,0.01,0.06,0.16666666666666669,6416,6416,1.0,98,0.000178,TRUE
5524,DNAwalker-PT-08ringLL,1,41.75,41.68,1.001679462571977,11757413,11757413,1.0,287,0.000694,FALSE
5603,AutoFlight-PT-12b,4,0.13,0.08,1.625,25696,25696,1.0,2250,0.002259,FALSE
5669,AutoFlight-PT-05a,14,0.07,0.07,1.0,17,17,1.0,262,0.000337,FALSE
5605,AutoFlight-PT-12b,2,0.08,0.08,1.0,30,30,1.0,2250,0.002222,FALSE
5696,AutoFlight-PT-96b,3,0.07,0.28,0.25,858385,858385,1.0,15762,0.02119,FALSE
5695,AutoFlight-PT-96b,5,0.17,0.23,0.7391304347826088,1152,1152,1.0,15762,0.021454,TRUE
5694,AutoFlight-PT-96b,7,0.02,0.35,0.05714285714285715,131497,131497,1.0,15762,0.021713,FALSE
5693,AutoFlight-PT-96b,9,0.01,0.19,0.05263157894736842,3,3,1.0,15762,0.01191,TRUE
5692,AutoFlight-PT-96b,10,0.14,0.21,0.6666666666666667,21300,21300,1.0,15762,0.021495,FALSE
5691,AutoFlight-PT-96b,11,0.04,0.08,0.5,3126,3126,1.0,15762,0.021516,FALSE
5690,AutoFlight-PT-96b,12,0.26,0.26,1.0,1062364,1062364,1.0,15762,0.021196,TRUE
5689,AutoFlight-PT-96b,13,0.06,0.28,0.21428571428571425,143701,143701,1.0,15762,0.021534,TRUE
5688,AutoFlight-PT-96b,14,0.12,0.13,0.923076923076923,3,3,1.0,15762,0.012163,FALSE
5687,AutoFlight-PT-96b,15,0.08,0.08,1.0,271333,271333,1.0,15762,0.021525,TRUE
5686,BART-PT-002,3,0.02,0.2,0.09999999999999999,81,81,1.0,878,0.002129,FALSE
5685,BART-PT-002,4,0.06,0.1,0.6,1,1,1.0,878,0.001785,FALSE
5684,BART-PT-002,6,0.02,0.26,0.07692307692307693,1,1,1.0,878,0.001736,FALSE
5683,BART-PT-002,7,0.01,0.49,0.020408163265306124,1,1,1.0,878,0.001448,TRUE
5682,BART-PT-002,8,0.07,0.49,0.14285714285714288,5,5,1.0,878,0.003636,TRUE
5681,BART-PT-002,9,0.06,0.31,0.1935483870967742,25,25,1.0,878,0.00155,FALSE
5680,BART-PT-002,13,0.05,0.21,0.2380952380952381,1,1,1.0,878,0.001699,TRUE
5679,BART-PT-002,15,0.01,0.47,0.021276595744680854,3,3,1.0,878,0.001348,TRUE
5678,BART-PT-002,16,0.04,0.03,1.3333333333333335,25,25,1.0,878,0.001664,FALSE
5677,BART-PT-005,1,0.06,0.15,0.4,9,9,1.0,1880,0.002113,FALSE
5676,BART-PT-005,2,0.03,0.11,0.2727272727272727,25,25,1.0,1880,0.002673,TRUE
5675,AutoFlight-PT-24a,12,0.05,0.04,1.25,57,57,1.0,1212,0.001815,FALSE
5674,AutoFlight-PT-24a,11,0.02,0.04,0.5,146,146,1.0,1212,0.001771,FALSE
5673,AutoFlight-PT-24a,10,0.1,0.01,10.0,54,54,1.0,1212,0.001802,FALSE
5672,AutoFlight-PT-05a,10,0.11,0.24,0.45833333333333337,9722,9722,1.0,262,0.000333,FALSE
5671,AutoFlight-PT-05a,12,0.06,0.19,0.3157894736842105,465,465,1.0,262,0.000333,TRUE
5670,AutoFlight-PT-05a,13,0.09,0.14,0.6428571428571428,5921,5921,1.0,262,0.000352,TRUE
5697,AutoFlight-PT-96b,2,0.04,0.1,0.39999999999999997,524,524,1.0,15762,0.021414,FALSE
5698,AutoFlight-PT-96b,1,0.12,0.32,0.375,3186,3186,1.0,15762,0.02154,FALSE
5699,AutoFlight-PT-96a,16,0.07,0.24,0.2916666666666667,2847,2847,1.0,4476,0.018855,FALSE
5700,AutoFlight-PT-96a,15,0.12,0.12,1.0,213,213,1.0,4476,0.006589,TRUE
5728,BART-PT-010,1,0.05,0.27,0.18518518518518517,5,5,1.0,3550,0.007046,FALSE
5727,BART-PT-010,2,0.12,0.19,0.631578947368421,4140721,4140721,1.0,3550,0.008584,FALSE
5726,BART-PT-010,3,0.03,0.12,0.25,595,595,1.0,3550,0.009278,FALSE
5725,BART-PT-010,4,0.11,0.23,0.47826086956521735,137,137,1.0,3550,0.007401,FALSE
5724,BART-PT-010,5,0.01,0.16,0.0625,142,142,1.0,3550,0.01114,FALSE
5723,BART-PT-010,7,0.01,0.44,0.022727272727272728,3,3,1.0,3550,0.006223,FALSE
5722,BART-PT-010,8,0.04,0.31,0.12903225806451613,257,257,1.0,3550,0.007344,TRUE
5721,BART-PT-010,9,0.04,0.2,0.19999999999999998,3,3,1.0,3550,0.006145,TRUE
5720,BART-PT-010,12,0.02,0.12,0.16666666666666669,65,65,1.0,3550,0.006986,TRUE
5719,BART-PT-010,13,0.04,0.3,0.13333333333333333,9,9,1.0,3550,0.006324,TRUE
5718,BART-PT-010,15,0.15,0.09,1.6666666666666667,3,3,1.0,3550,0.006942,TRUE
5717,BART-PT-010,16,0.04,0.08,0.5,25,25,1.0,3550,0.006884,FALSE
5716,BART-PT-020,2,0.15,0.18,0.8333333333333334,161,161,1.0,6890,0.00876,FALSE
5478,DNAwalker-PT-10ringRL,15,0.02,0.16,0.125,203692869,203692869,1.0,287,0.000246,FALSE
5715,BART-PT-020,4,0.12,0.06,2.0,9,9,1.0,6890,0.009066,TRUE
5713,BART-PT-020,7,0.03,0.36,0.08333333333333333,9,9,1.0,6890,0.008777,FALSE
5712,BART-PT-020,8,0.03,0.26,0.11538461538461538,609,609,1.0,6890,0.008962,TRUE
5711,BART-PT-020,9,0.01,0.2,0.049999999999999996,3,3,1.0,6890,0.007249,FALSE
5710,BART-PT-020,10,0.12,0.09,1.3333333333333333,65,65,1.0,6890,0.008845,TRUE
5709,BART-PT-020,11,0.01,0.15,0.06666666666666667,9,9,1.0,6890,0.007267,FALSE
5708,BART-PT-020,12,0.04,0.07,0.5714285714285714,105,105,1.0,6890,0.00888,TRUE
5707,BART-PT-020,13,0.1,0.17,0.5882352941176471,65,65,1.0,6890,0.008782,TRUE
5706,BART-PT-005,8,0.09,0.31,0.29032258064516125,595,595,1.0,1880,0.002989,TRUE
5705,BART-PT-005,6,0.01,0.1,0.09999999999999999,9,9,1.0,1880,0.002118,FALSE
5704,AutoFlight-PT-96a,12,0.03,0.08,0.375,211,211,1.0,4476,0.006412,FALSE
5703,BART-PT-005,3,0.02,0.1,0.19999999999999998,41,41,1.0,1880,0.002206,FALSE
5702,AutoFlight-PT-96a,13,0.16,0.29,0.5517241379310346,214,214,1.0,4476,0.006502,TRUE
5701,AutoFlight-PT-96a,14,0.12,0.3,0.4,7410,7410,1.0,4476,0.01862,FALSE
5714,BART-PT-020,6,0.02,0.17,0.11764705882352941,25,25,1.0,6890,0.008805,FALSE
5668,AutoFlight-PT-05a,15,0.04,0.23,0.17391304347826086,121,121,1.0,262,0.000334,TRUE
5667,AutoFlight-PT-05a,16,0.08,0.07,1.1428571428571428,193,193,1.0,262,0.000318,FALSE
5666,AutoFlight-PT-05b,1,0.02,1.71,0.011695906432748539,67,67,1.0,962,0.000943,FALSE
5633,AutoFlight-PT-04b,3,0.02,0.56,0.03571428571428571,732,732,1.0,778,0.00076,FALSE
5632,AutoFlight-PT-04b,4,0.03,0.27,0.1111111111111111,97218,97218,1.0,778,0.000652,FALSE
5631,AutoFlight-PT-04b,5,0.01,0.02,0.5,5,5,1.0,778,0.000434,TRUE
5630,AutoFlight-PT-04b,6,0.04,0.04,1.0,737,737,1.0,778,0.000762,FALSE
5629,AutoFlight-PT-04b,7,0.08,0.46,0.17391304347826086,243,243,1.0,778,0.000741,FALSE
5628,AutoFlight-PT-04b,8,0.04,0.19,0.21052631578947367,728,728,1.0,778,0.000748,FALSE
5627,AutoFlight-PT-04b,9,0.02,0.31,0.06451612903225806,9751,9751,1.0,778,0.000775,FALSE
5626,AutoFlight-PT-04b,10,0.03,0.2,0.15,3691,3691,1.0,778,0.000617,TRUE
5625,AutoFlight-PT-04b,11,0.03,0.04,0.75,42952,42952,1.0,778,0.000645,FALSE
5624,AutoFlight-PT-04b,12,0.03,0.05,0.6,159,159,1.0,778,0.000761,FALSE
5623,AutoFlight-PT-04b,13,0.02,0.2,0.09999999999999999,276,276,1.0,778,0.000809,TRUE
5622,AutoFlight-PT-04b,14,0.08,0.13,0.6153846153846154,36,36,1.0,778,0.000739,TRUE
5621,AutoFlight-PT-04b,16,0.02,0.05,0.39999999999999997,4483,4483,1.0,778,0.00078,FALSE
5634,AutoFlight-PT-04b,2,0.05,0.15,0.33333333333333337,13,13,1.0,778,0.000455,FALSE
5620,AutoFlight-PT-05a,1,0.03,1.43,0.02097902097902098,5414,5414,1.0,262,0.000318,TRUE
5618,AutoFlight-PT-05a,3,0.06,0.31,0.1935483870967742,417,417,1.0,262,0.000313,FALSE
5617,AutoFlight-PT-05a,4,0.02,0.07,0.2857142857142857,718,718,1.0,262,0.000312,FALSE
5616,AutoFlight-PT-05a,5,0.03,0.16,0.1875,703,703,1.0,262,0.000327,TRUE
5615,AutoFlight-PT-05a,6,0.01,0.19,0.05263157894736842,1734,1734,1.0,262,0.000323,TRUE
5614,AutoFlight-PT-05a,7,0.02,0.17,0.11764705882352941,113,113,1.0,262,0.000338,FALSE
5613,AutoFlight-PT-06a,8,0.01,0.07,0.14285714285714285,213,213,1.0,312,0.00044,TRUE
5612,AutoFlight-PT-06a,10,0.01,0.23,0.043478260869565216,133,133,1.0,312,0.000392,FALSE
5611,AutoFlight-PT-24a,9,0.05,0.02,2.5,4737,4737,1.0,1212,0.001802,FALSE
5610,AutoFlight-PT-12a,12,0.04,0.06,0.6666666666666667,2494,2494,1.0,612,0.00087,FALSE
5609,AutoFlight-PT-12a,14,0.03,0.38,0.07894736842105263,1133,1133,1.0,612,0.000798,FALSE
5608,AutoFlight-PT-12a,15,0.02,0.16,0.125,894,894,1.0,612,0.000817,TRUE
5607,AutoFlight-PT-12a,16,0.03,0.06,0.5,11186,11186,1.0,612,0.0009,TRUE
5606,AutoFlight-PT-12b,1,0.03,1.46,0.02054794520547945,1642,1642,1.0,2250,0.002221,FALSE
5619,AutoFlight-PT-05a,2,0.02,0.42,0.04761904761904762,169,169,1.0,262,0.000335,FALSE
5604,AutoFlight-PT-12b,3,0.01,0.29,0.03448275862068966,65353,65353,1.0,2250,0.002191,FALSE
5635,AutoFlight-PT-04b,1,0.03,1.67,0.017964071856287425,120,120,1.0,778,0.000769,FALSE
5637,AutoFlight-PT-04a,15,0.04,0.2,0.19999999999999998,422,422,1.0,212,0.00027,FALSE
5665,AutoFlight-PT-05b,2,0.05,0.62,0.08064516129032259,12133,12133,1.0,962,0.000938,TRUE
5664,AutoFlight-PT-05b,3,0.07,0.25,0.28,38693,38693,1.0,962,0.000775,TRUE
5663,AutoFlight-PT-05b,4,0.09,0.02,4.5,15446,15446,1.0,962,0.000951,FALSE
5662,AutoFlight-PT-05b,5,0.05,0.05,1.0,3431,3431,1.0,962,0.000788,TRUE
5661,AutoFlight-PT-05b,7,0.02,0.17,0.11764705882352941,5779,5779,1.0,962,0.000935,TRUE
5660,AutoFlight-PT-05b,8,0.03,0.41,0.07317073170731707,7528,7528,1.0,962,0.00077,TRUE
5659,AutoFlight-PT-05b,9,0.08,0.06,1.3333333333333335,106471,106471,1.0,962,0.000965,TRUE
5658,AutoFlight-PT-05b,10,0.03,0.3,0.1,127760,127760,1.0,962,0.000789,TRUE
5657,AutoFlight-PT-05b,11,0.04,0.25,0.16,17,17,1.0,962,0.000919,TRUE
5656,AutoFlight-PT-05b,12,0.05,0.21,0.2380952380952381,431,431,1.0,962,0.000919,FALSE
5655,AutoFlight-PT-05b,13,0.1,0.24,0.4166666666666667,295,295,1.0,962,0.000931,FALSE
5654,AutoFlight-PT-05b,14,0.03,0.26,0.11538461538461538,81502,81502,1.0,962,0.000979,FALSE
5653,AutoFlight-PT-05b,15,0.04,0.19,0.21052631578947367,2110,2110,1.0,962,0.000951,FALSE
5636,AutoFlight-PT-04a,16,0.08,0.26,0.3076923076923077,430,430,1.0,212,0.000277,TRUE
5652,AutoFlight-PT-05b,16,0.01,0.12,0.08333333333333334,312,312,1.0,962,0.000954,FALSE
5650,AutoFlight-PT-06a,2,0.03,0.37,0.08108108108108109,52,52,1.0,312,0.000401,FALSE
5649,AutoFlight-PT-06a,3,0.03,0.16,0.1875,337,337,1.0,312,0.000401,TRUE
5648,AutoFlight-PT-06a,4,0.07,0.09,0.7777777777777779,4858,4858,1.0,312,0.000394,TRUE
5647,AutoFlight-PT-06a,5,0.07,0.29,0.24137931034482762,3370,3370,1.0,312,0.00039,FALSE
5646,AutoFlight-PT-06a,6,0.03,0.17,0.1764705882352941,344,344,1.0,312,0.000392,FALSE
5645,AutoFlight-PT-06a,7,0.06,0.1,0.6,56,56,1.0,312,0.000409,FALSE
5644,AutoFlight-PT-05a,11,0.03,0.25,0.12,726,726,1.0,262,0.000319,FALSE
5643,AutoFlight-PT-05a,9,0.03,0.11,0.2727272727272727,21106,21106,1.0,262,0.000321,TRUE
5642,AutoFlight-PT-06a,9,0.01,0.13,0.07692307692307693,46,46,1.0,312,0.000386,TRUE
5641,AutoFlight-PT-05a,8,0.02,0.13,0.15384615384615385,17,17,1.0,262,0.00033,TRUE
5640,AutoFlight-PT-04a,12,0.03,0.08,0.375,3310,3310,1.0,212,0.000262,FALSE
5639,AutoFlight-PT-04a,13,0.05,0.2,0.25,54,54,1.0,212,0.000253,TRUE
5638,AutoFlight-PT-04a,14,0.15,0.06,2.5,1050,1050,1.0,212,0.00026,TRUE
5651,AutoFlight-PT-06a,1,0.1,1.64,0.06097560975609757,2754,2754,1.0,312,0.000394,TRUE
5477,DNAwalker-PT-10ringRL,16,0.08,0.07,1.1428571428571428,203768481,203768481,1.0,287,0.000244,FALSE
5411,DLCshifumi-PT-3a,13,0.02,0.47,0.04255319148936171,2,2,1.0,3641,0.015691,FALSE
5475,DNAwalker-PT-11ringRR,2,31.11,31.12,0.9996786632390745,11631384,11631384,1.0,287,0.000693,FALSE
5314,DLCshifumi-PT-6a,9,0.01,0.29,0.03448275862068966,3,3,1.0,29504,0.416311,FALSE
5313,DLCshifumi-PT-6a,10,0.04,0.09,0.4444444444444445,30,30,1.0,29504,0.653419,FALSE
5312,DLCshifumi-PT-6a,11,0.04,0.13,0.3076923076923077,2,2,1.0,29504,0.643344,FALSE
5311,DLCshifumi-PT-6a,12,0.05,0.14,0.35714285714285715,65,65,1.0,29504,0.428634,TRUE
5310,DLCshifumi-PT-6a,14,0.01,0.63,0.015873015873015872,11,11,1.0,29504,0.62408,FALSE
5309,DLCshifumi-PT-6a,15,0.01,0.36,0.02777777777777778,2,2,1.0,29504,0.757884,TRUE
5308,DLCshifumi-PT-6a,16,0.01,0.55,0.01818181818181818,39,39,1.0,29504,0.638886,TRUE
5307,DLCshifumi-PT-6b,12,0.04,0.02,2.0,3,3,1.0,110854,0.651127,TRUE
5306,DLCshifumi-PT-6b,13,0.02,0.01,2.0,3,3,1.0,110854,0.692092,TRUE
5305,DNAwalker-PT-01track12Block1,1,0.1,0.72,0.1388888888888889,6849,6849,1.0,95,0.000184,TRUE
5304,DNAwalker-PT-01track12Block1,2,10.03,10.15,0.9881773399014777,10964,10964,1.0,95,7.4e-05,FALSE
5303,DNAwalker-PT-01track12Block1,3,7.46,7.48,0.9973262032085561,12042,12042,1.0,95,6.6e-05,TRUE
5302,DNAwalker-PT-01track12Block1,4,4.8,4.89,0.9815950920245399,12042,12042,1.0,95,7.1e-05,FALSE
5301,DNAwalker-PT-12ringLLLarge,14,300.04,300.04,1.0,757719925,757719925,1.0,345,0.000836,NONE
5300,DNAwalker-PT-13ringRLLarge,13,300.03,300.03,1.0,841282912,841282912,1.0,345,0.000831,NONE
5299,ClientsAndServers-PT-N0002P1,2,0.01,0.23,0.043478260869565216,86283,86283,1.0,43,6.4e-05,TRUE
5298,Diffusion2D-PT-D10N050,4,0.06,0.1,0.6,101,101,1.0,784,0.006655,TRUE
5297,Diffusion2D-PT-D10N010,7,0.02,0.15,0.13333333333333333,21,21,1.0,784,0.008112,TRUE
5296,Diffusion2D-PT-D10N010,8,0.01,0.08,0.125,205921,205921,1.0,784,0.372796,FALSE
5295,Diffusion2D-PT-D10N010,9,0.05,0.1,0.5,205921,205921,1.0,784,0.353245,FALSE
5294,Diffusion2D-PT-D10N010,10,0.02,0.15,0.13333333333333333,8581,8581,1.0,784,0.124642,FALSE
5293,Diffusion2D-PT-D10N010,11,0.03,0.44,0.06818181818181818,1069641,1069641,1.0,784,1.80483,FALSE
5292,Diffusion2D-PT-D10N010,12,0.05,1.34,0.03731343283582089,21,21,1.0,784,0.010121,TRUE
5291,Diffusion2D-PT-D10N010,13,0.07,0.09,0.7777777777777779,21,21,1.0,784,0.009323,TRUE
5290,Diffusion2D-PT-D10N010,14,0.09,0.07,1.2857142857142856,21,21,1.0,784,0.007414,TRUE
5289,Diffusion2D-PT-D10N010,15,0.02,0.23,0.08695652173913043,1321,1321,1.0,784,0.068881,TRUE
5288,Diffusion2D-PT-D10N010,16,0.01,0.16,0.0625,80081,80081,1.0,784,0.507681,FALSE
5315,DLCshifumi-PT-6a,8,0.04,0.08,0.5,2,2,1.0,29504,0.646325,FALSE
5316,DLCshifumi-PT-6a,7,0.05,0.07,0.7142857142857143,2,2,1.0,29504,0.648765,FALSE
5317,DLCshifumi-PT-6a,6,0.01,0.1,0.09999999999999999,88,88,1.0,29504,0.821967,TRUE
5318,DLCshifumi-PT-6a,4,0.01,0.15,0.06666666666666667,2,2,1.0,29504,0.648791,TRUE
5346,DNAwalker-PT-02track12Block2,6,0.01,0.01,1.0,10903,10903,1.0,98,0.000209,FALSE
5345,DNAwalker-PT-02track12Block2,7,9.67,9.69,0.9979360165118679,9076,9076,1.0,98,0.000189,FALSE
5344,DNAwalker-PT-02track12Block2,8,17.38,17.44,0.9965596330275228,16653,16653,1.0,98,7.1e-05,FALSE
5343,DNAwalker-PT-02track12Block2,9,30.03,30.03,1.0,18507,18507,1.0,98,6.7e-05,TRUE
5342,DNAwalker-PT-02track12Block2,10,0.01,0.19,0.05263157894736842,10269,10269,1.0,98,0.000182,FALSE
5341,DNAwalker-PT-02track12Block2,11,0.02,0.09,0.22222222222222224,10121,10121,1.0,98,0.000184,TRUE
5340,DNAwalker-PT-02track12Block2,12,5.97,6.05,0.9867768595041322,6416,6416,1.0,98,0.000183,FALSE
5339,DNAwalker-PT-02track12Block2,13,0.01,0.19,0.05263157894736842,20048,20048,1.0,98,6.5e-05,TRUE
5338,DNAwalker-PT-02track12Block2,14,0.01,0.18,0.05555555555555556,18507,18507,1.0,98,6.3e-05,TRUE
5337,DNAwalker-PT-02track12Block2,15,6.0,6.4,0.9375,16653,16653,1.0,98,7.4e-05,TRUE
5336,DNAwalker-PT-02track12Block2,16,6.0,6.11,0.9819967266775776,6416,6416,1.0,98,0.000188,FALSE
5335,DNAwalker-PT-03track12BlockBoth,1,10.04,10.56,0.9507575757575756,14022,14022,1.0,98,0.000191,FALSE
5334,DNAwalker-PT-03track12BlockBoth,2,0.06,0.02,3.0,14792,14792,1.0,98,0.000184,TRUE
5287,Diffusion2D-PT-D10N050,1,0.08,0.4,0.19999999999999998,101,101,1.0,784,0.007968,TRUE
5333,DNAwalker-PT-03track12BlockBoth,3,33.15,33.16,0.9996984318455971,15811,15811,1.0,98,6.5e-05,FALSE
5331,DNAwalker-PT-01track12Block1,6,0.02,0.16,0.125,10964,10964,1.0,95,6.8e-05,TRUE
5330,DLCshifumi-PT-5a,8,0.04,0.16,0.25,2,2,1.0,17027,0.236122,FALSE
5329,DNAwalker-PT-01track12Block1,5,7.19,7.69,0.9349804941482445,12042,12042,1.0,95,6.9e-05,FALSE
5328,DLCshifumi-PT-5a,11,0.02,0.46,0.043478260869565216,418,418,1.0,17027,0.269609,TRUE
5327,DLCshifumi-PT-5a,13,0.05,0.12,0.4166666666666667,9,9,1.0,17027,0.158943,FALSE
5326,DLCshifumi-PT-5a,14,0.05,0.25,0.2,4,4,1.0,17027,0.249391,TRUE
5325,DLCshifumi-PT-5a,15,0.02,0.13,0.15384615384615385,2,2,1.0,17027,0.246036,FALSE
5324,DLCshifumi-PT-5a,16,0.01,0.41,0.024390243902439025,2,2,1.0,17027,0.226926,TRUE
5323,DLCshifumi-PT-5b,3,0.04,0.08,0.5,3,3,1.0,66995,0.247401,FALSE
5322,DLCshifumi-PT-5b,11,0.01,0.22,0.045454545454545456,3,3,1.0,66995,0.269914,TRUE
5321,DLCshifumi-PT-6a,1,0.02,0.69,0.028985507246376815,3,3,1.0,29504,0.407871,FALSE
5320,DLCshifumi-PT-6a,2,0.01,0.29,0.03448275862068966,24,24,1.0,29504,0.620451,TRUE
5319,DLCshifumi-PT-6a,3,0.04,0.12,0.33333333333333337,24,24,1.0,29504,0.714624,FALSE
5332,DNAwalker-PT-01track12Block1,8,0.0,0.17,0.0,6849,6849,1.0,95,0.000174,TRUE
5286,Diffusion2D-PT-D10N050,2,0.01,0.18,0.05555555555555556,132601,132601,1.0,784,0.033173,FALSE
5285,Diffusion2D-PT-D10N050,3,0.11,0.24,0.45833333333333337,101,101,1.0,784,0.002081,TRUE
5284,Diffusion2D-PT-D10N050,5,0.01,0.17,0.058823529411764705,463834801,463834801,1.0,784,0.427662,FALSE
5251,Diffusion2D-PT-D05N300,15,0.06,0.13,0.4615384615384615,180601,180601,1.0,169,0.003025,FALSE
5250,Diffusion2D-PT-D05N300,16,0.02,0.08,0.25,270901,270901,1.0,169,0.011273,FALSE
5249,Diffusion2D-PT-D05N350,1,0.06,0.23,0.2608695652173913,245701,245701,1.0,169,0.00715,TRUE
5248,Diffusion2D-PT-D05N350,3,0.01,0.17,0.058823529411764705,701,701,1.0,169,0.002732,TRUE
5247,Diffusion2D-PT-D05N350,5,0.02,0.08,0.25,43243201,43243201,1.0,169,0.005547,FALSE
5246,Diffusion2D-PT-D05N350,6,0.01,0.05,0.19999999999999998,57657601,57657601,1.0,169,0.003856,TRUE
5245,Diffusion2D-PT-D05N350,9,0.02,0.1,0.19999999999999998,43243201,43243201,1.0,169,0.01717,TRUE
5244,Diffusion2D-PT-D05N350,11,0.02,0.58,0.03448275862068966,245701,245701,1.0,169,0.003055,TRUE
5243,Diffusion2D-PT-D05N350,12,0.03,0.52,0.05769230769230769,701,701,1.0,169,0.000859,FALSE
