,model name,query index,base-rules@verification time,with-r-last@verification time,veri time ratio,base-rules@state space size,with-r-last@state space size,state space ratio,net size,with-r-last@reduce time,base-rules@answer
1789,ParamProductionCell-PT-1,9,0.04,0.15,0.26666666666666666,6995,6995,1.0,433,0.000388,FALSE
1788,ParamProductionCell-PT-2,8,0.03,0.73,0.0410958904109589,175995,175995,1.0,433,0.000398,FALSE
1787,ParamProductionCell-PT-1,10,0.06,0.08,0.75,27164,27164,1.0,433,0.000386,FALSE
1800,ParamProductionCell-PT-0,13,0.04,0.03,1.3333333333333335,142965,142965,1.0,374,0.000508,FALSE
1848,NeoElection-PT-5,13,0.12,0.14,0.857142857142857,1,1,1.0,7764,0.013162,TRUE
1816,ParamProductionCell-PT-4,2,0.03,0.08,0.375,1758295,1758295,1.0,433,0.000404,FALSE
1818,ParamProductionCell-PT-3,16,0.02,0.02,1.0,1192587,1192587,1.0,433,0.00039,TRUE
1846,NeoElection-PT-5,15,0.06,0.11,0.5454545454545454,4,4,1.0,7764,0.015039,FALSE
1845,NeoElection-PT-5,16,0.02,0.04,0.5,1,1,1.0,7764,0.01316,FALSE
1844,NeoElection-PT-6,3,0.04,0.08,0.5,1,1,1.0,13265,0.028997,FALSE
1843,NeoElection-PT-6,5,0.01,0.15,0.06666666666666667,1,1,1.0,13265,0.029964,FALSE
1842,ParamProductionCell-PT-0,6,0.04,0.03,1.3333333333333335,156927,156927,1.0,374,0.000503,TRUE
1841,ParamProductionCell-PT-0,7,0.03,0.02,1.5,142965,142965,1.0,374,0.000514,FALSE
1840,ParamProductionCell-PT-0,8,0.03,0.72,0.041666666666666664,317695,317695,1.0,374,0.000507,FALSE
1839,ParamProductionCell-PT-3,3,0.02,0.36,0.05555555555555556,975153,975153,1.0,433,0.000401,TRUE
1838,ParamProductionCell-PT-3,9,0.06,0.01,6.0,1213741,1213741,1.0,433,0.000393,TRUE
1837,ParamProductionCell-PT-3,8,0.07,0.02,3.5000000000000004,1789646,1789646,1.0,433,0.000404,TRUE
1836,ParamProductionCell-PT-3,7,0.03,0.01,3.0,975153,975153,1.0,433,0.000404,TRUE
1835,ParamProductionCell-PT-3,6,0.11,0.06,1.8333333333333335,1094921,1094921,1.0,433,0.000394,TRUE
1834,ParamProductionCell-PT-3,5,0.1,0.02,5.0,975153,975153,1.0,433,0.00039,FALSE
1817,ParamProductionCell-PT-4,1,0.04,0.05,0.7999999999999999,1885295,1885295,1.0,433,0.000384,FALSE
1833,ParamProductionCell-PT-3,4,0.03,0.02,1.5,1053846,1053846,1.0,433,0.000401,TRUE
1831,ParamProductionCell-PT-0,9,0.03,0.53,0.056603773584905655,142965,142965,1.0,374,0.000511,FALSE
1830,ParamProductionCell-PT-3,1,0.03,0.02,1.5,1091688,1091688,1.0,433,0.000382,FALSE
1829,ParamProductionCell-PT-2,16,0.02,0.02,1.0,180536,180536,1.0,433,0.000392,FALSE
1828,ParamProductionCell-PT-2,15,0.04,0.06,0.6666666666666667,276057,276057,1.0,433,0.000376,FALSE
1827,ParamProductionCell-PT-2,14,0.02,0.28,0.07142857142857142,188215,188215,1.0,433,0.000386,FALSE
1826,ParamProductionCell-PT-2,13,0.04,0.05,0.7999999999999999,175995,175995,1.0,433,0.000406,TRUE
1825,ParamProductionCell-PT-2,12,0.03,0.07,0.4285714285714285,176764,176764,1.0,433,0.000383,FALSE
1824,ParamProductionCell-PT-3,10,0.1,0.07,1.4285714285714286,1026993,1026993,1.0,433,0.000389,FALSE
1823,ParamProductionCell-PT-3,11,0.06,0.08,0.75,975153,975153,1.0,433,0.000387,TRUE
1822,ParamProductionCell-PT-3,12,0.02,0.01,2.0,1188261,1188261,1.0,433,0.000399,FALSE
1821,ParamProductionCell-PT-3,13,0.08,0.01,8.0,1406681,1406681,1.0,433,0.000399,TRUE
1820,ParamProductionCell-PT-3,14,0.04,0.01,4.0,1049441,1049441,1.0,433,0.000384,FALSE
1819,ParamProductionCell-PT-3,15,0.03,0.01,3.0,1047328,1047328,1.0,433,0.000385,FALSE
1832,ParamProductionCell-PT-3,2,0.07,0.73,0.09589041095890412,1631565,1631565,1.0,433,0.000386,FALSE
1149,ResAllocation-PT-R003C010,8,0.01,0.33,0.030303030303030304,21,21,1.0,100,0.000132,FALSE
1148,ResAllocation-PT-R003C020,12,0.1,0.05,2.0,65,65,1.0,200,0.0003,TRUE
1147,ResAllocation-PT-R003C020,13,0.04,0.13,0.3076923076923077,177,177,1.0,200,0.000309,FALSE
477,PhaseVariation-PT-D02CS010,4,0.01,0.03,0.33333333333333337,137157,137157,1.0,79,0.000119,TRUE
476,Peterson-PT-4,10,0.04,0.12,0.33333333333333337,22631921,22631921,1.0,1170,0.000943,FALSE
475,Peterson-PT-4,9,0.04,0.32,0.125,20743901,20743901,1.0,1170,0.000984,TRUE
474,Peterson-PT-4,8,0.06,0.41,0.14634146341463414,39573041,39573041,1.0,1170,0.000977,TRUE
473,Peterson-PT-4,6,0.07,0.04,1.7500000000000002,39573041,39573041,1.0,1170,0.000974,TRUE
472,Peterson-PT-4,4,0.01,0.74,0.013513513513513514,39573041,39573041,1.0,1170,0.000998,TRUE
471,Peterson-PT-4,3,29.46,29.23,1.0078686281217928,21066001,21066001,1.0,1170,0.000979,TRUE
470,PhaseVariation-PT-D02CS010,3,0.01,0.01,1.0,135441,135441,1.0,79,0.000151,TRUE
469,PhaseVariation-PT-D02CS010,5,0.01,0.04,0.25,137157,137157,1.0,79,6.5e-05,FALSE
468,Philosophers-PT-000005,5,0.02,0.08,0.25,946,946,1.0,50,2.8e-05,TRUE
467,PhaseVariation-PT-D02CS010,14,0.01,0.11,0.09090909090909091,135441,135441,1.0,79,6.4e-05,TRUE
466,Philosophers-PT-000005,4,0.03,0.07,0.4285714285714285,1,1,1.0,50,5.2e-05,NONE
465,Philosophers-PT-000005,3,0.08,0.06,1.3333333333333335,946,946,1.0,50,2.9e-05,FALSE
464,Philosophers-PT-000005,2,0.06,0.01,6.0,946,946,1.0,50,2.9e-05,TRUE
463,Philosophers-PT-000005,1,0.1,0.22,0.4545454545454546,946,946,1.0,50,3.8e-05,FALSE
462,PhaseVariation-PT-D02CS010,16,0.01,0.03,0.33333333333333337,137157,137157,1.0,79,6.1e-05,FALSE
461,PhaseVariation-PT-D02CS010,15,0.01,0.04,0.25,137157,137157,1.0,79,0.000116,FALSE
460,PhaseVariation-PT-D02CS010,13,0.01,0.04,0.25,135441,135441,1.0,79,0.000143,FALSE
459,PhaseVariation-PT-D02CS010,6,0.01,0.03,0.33333333333333337,135441,135441,1.0,79,0.000151,TRUE
458,PhaseVariation-PT-D02CS010,12,0.02,0.05,0.39999999999999997,137157,137157,1.0,79,6.5e-05,FALSE
457,PhaseVariation-PT-D02CS010,11,0.05,0.06,0.8333333333333334,137157,137157,1.0,79,0.00012,FALSE
456,PhaseVariation-PT-D02CS010,10,0.02,0.04,0.5,137157,137157,1.0,79,0.000124,TRUE
455,PhaseVariation-PT-D02CS010,9,0.01,0.06,0.16666666666666669,135441,135441,1.0,79,6.5e-05,TRUE
454,PhaseVariation-PT-D02CS010,8,0.01,0.02,0.5,135441,135441,1.0,79,0.00015,TRUE
453,PhaseVariation-PT-D02CS010,7,0.01,0.01,1.0,135441,135441,1.0,79,0.000149,FALSE
452,Philosophers-PT-000050,10,0.03,0.06,0.5,409,409,1.0,500,0.000436,TRUE
451,Philosophers-PT-000050,12,0.02,0.35,0.05714285714285715,19,19,1.0,500,0.000418,FALSE
478,Peterson-PT-4,11,4.38,4.39,0.9977220956719818,23970621,23970621,1.0,1170,0.000996,TRUE
479,Peterson-PT-4,13,0.03,0.1,0.3,32550506,32550506,1.0,1170,0.00097,TRUE
480,Peterson-PT-4,14,0.06,0.07,0.857142857142857,20986561,20986561,1.0,1170,0.000994,FALSE
481,Peterson-PT-4,15,0.03,0.07,0.4285714285714285,29324621,29324621,1.0,1170,0.000992,FALSE
509,Philosophers-PT-000005,11,0.02,0.08,0.25,17,17,1.0,50,6.7e-05,FALSE
508,Philosophers-PT-000005,10,0.01,0.05,0.19999999999999998,9,9,1.0,50,6.7e-05,FALSE
507,Philosophers-PT-000005,9,0.03,0.02,1.5,1,1,1.0,50,5.1e-05,NONE
506,Philosophers-PT-000010,8,0.01,0.1,0.09999999999999999,459271,459271,1.0,100,4e-05,FALSE
505,Philosophers-PT-000010,9,0.02,0.15,0.13333333333333333,6,6,1.0,100,9.2e-05,TRUE
504,Philosophers-PT-000010,10,0.03,0.04,0.75,10465,10465,1.0,100,9.6e-05,FALSE
503,Philosophers-PT-000020,11,0.01,0.04,0.25,57025,57025,1.0,200,0.000215,FALSE
502,Philosophers-PT-000050,9,0.02,0.27,0.07407407407407407,50113,50113,1.0,500,0.000362,TRUE
501,Philosophers-PT-000020,16,0.04,1.04,0.038461538461538464,673,673,1.0,200,0.000202,TRUE
500,Philosophers-PT-000020,15,0.01,0.62,0.016129032258064516,609,609,1.0,200,0.000196,FALSE
499,Philosophers-PT-000020,14,0.07,0.8,0.08750000000000001,9,9,1.0,200,0.000186,FALSE
498,Philosophers-PT-000020,13,0.01,0.42,0.02380952380952381,2593,2593,1.0,200,0.000217,TRUE
497,Philosophers-PT-000020,12,0.01,0.65,0.015384615384615384,6,6,1.0,200,0.000161,TRUE
450,PhilosophersDyn-PT-03,11,0.05,0.05,1.0,1,1,1.0,114,0.00017,NONE
496,Philosophers-PT-000020,10,0.01,0.06,0.16666666666666669,6,6,1.0,200,0.00015,FALSE
494,Philosophers-PT-000020,9,0.01,0.03,0.33333333333333337,401,401,1.0,200,0.000164,FALSE
493,Philosophers-PT-000010,16,0.01,0.05,0.19999999999999998,985,985,1.0,100,0.000122,FALSE
492,Philosophers-PT-000010,15,0.01,0.11,0.09090909090909091,6,6,1.0,100,8.8e-05,FALSE
491,Philosophers-PT-000010,14,0.01,0.09,0.11111111111111112,985,985,1.0,100,0.000124,FALSE
490,Philosophers-PT-000010,13,0.01,0.01,1.0,1377,1377,1.0,100,0.00013,FALSE
489,Philosophers-PT-000010,12,0.03,0.08,0.375,53,53,1.0,100,0.000118,TRUE
488,Philosophers-PT-000005,8,0.04,0.1,0.39999999999999997,946,946,1.0,50,2.8e-05,FALSE
487,Philosophers-PT-000005,7,0.01,0.12,0.08333333333333334,1,1,1.0,50,4.9e-05,NONE
486,Philosophers-PT-000005,6,0.07,0.01,7.000000000000001,1,1,1.0,50,5.1e-05,NONE
485,Peterson-PT-4,12,0.02,0.1,0.19999999999999998,37805751,37805751,1.0,1170,0.000968,FALSE
484,PhaseVariation-PT-D02CS010,2,0.01,0.03,0.33333333333333337,135441,135441,1.0,79,0.000155,FALSE
483,PhaseVariation-PT-D02CS010,1,0.03,0.29,0.10344827586206896,135441,135441,1.0,79,0.000167,FALSE
482,Peterson-PT-4,16,4.3,4.26,1.0093896713615023,24329781,24329781,1.0,1170,0.000984,FALSE
495,Philosophers-PT-000010,11,0.01,0.12,0.08333333333333334,16417,16417,1.0,100,9.7e-05,TRUE
449,Philosophers-PT-000050,13,0.02,0.09,0.22222222222222224,41,41,1.0,500,0.000339,FALSE
448,Philosophers-PT-005000,16,0.08,0.1,0.7999999999999999,188929,188929,1.0,50000,0.088133,FALSE
447,Philosophers-PT-005000,15,0.08,0.19,0.42105263157894735,264193,264193,1.0,50000,0.088244,FALSE
414,Philosophers-PT-001000,16,0.03,0.24,0.125,101377,101377,1.0,10000,0.007664,TRUE
413,Philosophers-PT-001000,15,0.02,0.05,0.39999999999999997,25,25,1.0,10000,0.00761,TRUE
412,Philosophers-PT-000100,13,0.01,0.02,0.5,194113,194113,1.0,1000,0.000864,TRUE
411,Philosophers-PT-000200,11,0.01,0.9,0.011111111111111112,19457,19457,1.0,2000,0.001691,FALSE
410,Philosophers-PT-000200,10,0.02,0.46,0.043478260869565216,4993,4993,1.0,2000,0.001674,TRUE
409,Philosophers-PT-000200,9,0.01,0.02,0.5,19,19,1.0,2000,0.001662,FALSE
408,Philosophers-PT-000100,16,0.02,0.13,0.15384615384615385,137,137,1.0,1000,0.000835,FALSE
407,Philosophers-PT-000100,15,0.02,0.15,0.13333333333333333,16705,16705,1.0,1000,0.000857,TRUE
406,Philosophers-PT-000100,14,0.01,0.17,0.058823529411764705,2401,2401,1.0,1000,0.000853,FALSE
405,Philosophers-PT-000100,12,0.05,0.04,1.25,16318465,16318465,1.0,1000,0.000881,FALSE
404,Philosophers-PT-000200,13,0.02,0.53,0.03773584905660377,32440321,32440321,1.0,2000,0.001723,TRUE
403,Philosophers-PT-000100,11,0.01,0.1,0.09999999999999999,4993,4993,1.0,1000,0.000851,TRUE
402,Philosophers-PT-000100,10,0.01,0.01,1.0,19,19,1.0,1000,0.000834,FALSE
415,Philosophers-PT-002000,9,0.1,0.04,2.5,1665,1665,1.0,20000,0.024057,TRUE
401,Philosophers-PT-000100,9,0.02,0.1,0.19999999999999998,3,3,1.0,1000,0.000812,FALSE
399,Philosophers-PT-000050,15,0.01,0.35,0.028571428571428574,53,53,1.0,500,0.000425,FALSE
398,Philosophers-PT-000050,14,0.02,0.44,0.045454545454545456,25,25,1.0,500,0.00034,FALSE
397,Philosophers-PT-000200,12,0.01,0.08,0.125,409,409,1.0,2000,0.001677,FALSE
396,Philosophers-PT-000200,14,0.06,0.7,0.08571428571428572,85249,85249,1.0,2000,0.001697,FALSE
395,Philosophers-PT-001000,14,0.02,0.06,0.33333333333333337,19,19,1.0,10000,0.009689,TRUE
394,Philosophers-PT-000500,15,0.08,0.03,2.666666666666667,19,19,1.0,5000,0.00439,FALSE
393,Philosophers-PT-001000,13,0.02,0.13,0.15384615384615385,1857,1857,1.0,10000,0.009769,TRUE
392,Philosophers-PT-001000,12,0.07,0.21,0.33333333333333337,19,19,1.0,10000,0.009694,TRUE
391,Philosophers-PT-001000,11,0.08,0.22,0.36363636363636365,85249,85249,1.0,10000,0.010573,FALSE
390,Philosophers-PT-001000,10,0.02,0.33,0.06060606060606061,2113,2113,1.0,10000,0.009759,FALSE
389,Philosophers-PT-001000,9,0.03,0.03,1.0,1732609,1732609,1.0,10000,0.010273,TRUE
388,Philosophers-PT-000500,16,0.02,0.05,0.39999999999999997,3538945,3538945,1.0,5000,0.004435,FALSE
387,Philosophers-PT-000500,14,0.02,0.03,0.6666666666666667,73,73,1.0,5000,0.004401,FALSE
400,Philosophers-PT-000050,16,0.01,0.73,0.013698630136986302,19,19,1.0,500,0.000412,TRUE
510,Philosophers-PT-000005,12,0.02,0.13,0.15384615384615385,412,412,1.0,50,5e-05,FALSE
416,Philosophers-PT-010000,13,0.1,0.25,0.4,73,73,1.0,100000,0.288034,FALSE
418,Philosophers-PT-010000,15,0.11,0.28,0.39285714285714285,4417,4417,1.0,100000,0.213276,FALSE
446,Philosophers-PT-005000,14,0.13,0.08,1.625,2113,2113,1.0,50000,0.088342,FALSE
445,Philosophers-PT-005000,13,0.08,0.08,1.0,110593,110593,1.0,50000,0.088617,FALSE
444,Philosophers-PT-005000,12,0.1,0.09,1.1111111111111112,53,53,1.0,50000,0.088471,FALSE
443,Philosophers-PT-005000,11,0.14,0.15,0.9333333333333335,6,6,1.0,50000,0.065363,FALSE
442,Philosophers-PT-005000,10,0.08,0.09,0.888888888888889,3,3,1.0,50000,0.089547,FALSE
441,Philosophers-PT-005000,9,0.08,0.57,0.14035087719298248,359425,359425,1.0,50000,0.088114,TRUE
440,Philosophers-PT-002000,16,0.04,0.03,1.3333333333333335,705,705,1.0,20000,0.024218,TRUE
439,Philosophers-PT-002000,15,0.04,0.04,1.0,540673,540673,1.0,20000,0.024022,FALSE
438,Philosophers-PT-002000,14,0.03,0.05,0.6,289,289,1.0,20000,0.024129,FALSE
437,Philosophers-PT-002000,13,0.04,0.04,1.0,409,409,1.0,20000,0.023977,FALSE
436,Philosophers-PT-002000,12,0.03,0.03,1.0,113,113,1.0,20000,0.030642,TRUE
435,Philosophers-PT-002000,11,0.04,0.04,1.0,78337,78337,1.0,20000,0.023496,TRUE
434,Philosophers-PT-002000,10,0.04,0.08,0.5,792577,792577,1.0,20000,0.023595,TRUE
417,Philosophers-PT-010000,14,0.1,0.13,0.7692307692307693,3,3,1.0,100000,0.291521,FALSE
433,Philosophers-PT-010000,9,0.12,0.14,0.857142857142857,72990721,72990721,1.0,100000,0.281136,FALSE
431,Philosophers-PT-010000,11,0.14,0.13,1.076923076923077,175105,175105,1.0,100000,0.291607,FALSE
430,PhilosophersDyn-PT-03,4,0.01,0.01,1.0,766,766,1.0,114,0.000252,TRUE
429,PhilosophersDyn-PT-03,10,0.06,0.05,1.2,1,1,1.0,114,0.00017,NONE
428,PhilosophersDyn-PT-03,9,0.02,0.05,0.39999999999999997,766,766,1.0,114,0.000255,TRUE
427,PhilosophersDyn-PT-03,8,0.01,0.11,0.09090909090909091,1,1,1.0,114,0.000167,NONE
426,PhilosophersDyn-PT-03,7,0.02,0.09,0.22222222222222224,766,766,1.0,114,0.000255,TRUE
425,PhilosophersDyn-PT-03,6,0.01,0.78,0.01282051282051282,766,766,1.0,114,0.00027,FALSE
424,PhilosophersDyn-PT-03,5,0.01,0.09,0.11111111111111112,1,1,1.0,114,0.00017,NONE
423,PhilosophersDyn-PT-03,3,0.02,0.02,1.0,1,1,1.0,114,0.000173,NONE
422,Philosophers-PT-010000,12,0.13,0.27,0.48148148148148145,1009,1009,1.0,100000,0.293203,TRUE
421,PhilosophersDyn-PT-03,2,0.05,0.03,1.6666666666666667,1,1,1.0,114,0.000171,NONE
420,PhilosophersDyn-PT-03,1,0.03,0.05,0.6,766,766,1.0,114,0.000255,FALSE
419,Philosophers-PT-010000,16,0.13,0.12,1.0833333333333335,241,241,1.0,100000,0.212886,TRUE
432,Philosophers-PT-010000,10,0.1,0.15,0.6666666666666667,41,41,1.0,100000,0.21825,FALSE
386,Philosophers-PT-000200,15,0.03,1.17,0.02564102564102564,767233,767233,1.0,2000,0.001369,FALSE
511,Philosophers-PT-000005,13,0.01,0.12,0.08333333333333334,385,385,1.0,50,5.3e-05,FALSE
513,Philosophers-PT-000005,15,0.01,0.03,0.33333333333333337,1,1,1.0,50,4.9e-05,NONE
604,PhilosophersDyn-PT-20,6,34.41,36.65,0.938881309686221,12961311,12961311,1.0,17760,0.938034,FALSE
603,PhilosophersDyn-PT-20,5,300.0,300.0,1.0,12961311,12961311,1.0,17760,0.853478,NONE
602,PhilosophersDyn-PT-20,4,0.6,3.4,0.17647058823529413,12961311,12961311,1.0,17760,0.905485,FALSE
601,PhilosophersDyn-PT-20,3,300.0,300.0,1.0,12961311,12961311,1.0,17760,0.855741,NONE
600,PhilosophersDyn-PT-20,2,0.57,0.99,0.5757575757575757,12961311,12961311,1.0,17760,0.856082,FALSE
599,PhilosophersDyn-PT-20,1,35.93,39.2,0.9165816326530611,12961311,12961311,1.0,17760,0.959666,TRUE
598,QuasiCertifProtocol-PT-02,3,0.06,0.03,2.0,452,452,1.0,142,0.000189,TRUE
597,QuasiCertifProtocol-PT-02,5,0.01,0.01,1.0,1,1,1.0,142,0.000112,NONE
596,PhilosophersDyn-PT-03,13,0.01,0.03,0.33333333333333337,1,1,1.0,114,0.000172,NONE
595,QuasiCertifProtocol-PT-02,6,0.02,0.02,1.0,1,1,1.0,142,0.000105,NONE
594,Raft-PT-02,11,0.07,0.03,2.3333333333333335,3,3,1.0,80,0.000166,FALSE
593,Raft-PT-02,10,0.02,0.06,0.33333333333333337,3,3,1.0,80,0.000151,FALSE
592,Raft-PT-02,9,0.01,0.01,1.0,147,147,1.0,80,0.000144,FALSE
591,QuasiCertifProtocol-PT-22,6,0.02,0.12,0.16666666666666669,2,2,1.0,2322,0.003742,FALSE
590,QuasiCertifProtocol-PT-18,16,0.05,0.13,0.38461538461538464,41418757,41418757,1.0,1694,0.003752,FALSE
589,QuasiCertifProtocol-PT-18,15,0.1,0.04,2.5,31522823,31522823,1.0,1694,0.003727,TRUE
588,QuasiCertifProtocol-PT-18,14,0.04,0.05,0.7999999999999999,38142001,38142001,1.0,1694,0.003316,TRUE
587,QuasiCertifProtocol-PT-18,13,0.04,0.01,4.0,30670851,30670851,1.0,1694,0.003234,FALSE
586,QuasiCertifProtocol-PT-18,12,0.06,0.04,1.5,53526563,53526563,1.0,1694,0.003755,TRUE
585,QuasiCertifProtocol-PT-18,11,0.05,0.03,1.6666666666666667,24903684,24903684,1.0,1694,0.003689,FALSE
584,QuasiCertifProtocol-PT-18,10,0.02,0.03,0.6666666666666667,62816271,62816271,1.0,1694,0.003767,TRUE
583,QuasiCertifProtocol-PT-18,9,0.04,0.05,0.7999999999999999,30146564,30146564,1.0,1694,0.003703,FALSE
582,QuasiCertifProtocol-PT-10,16,0.01,0.03,0.33333333333333337,39941,39941,1.0,726,0.000962,FALSE
581,QuasiCertifProtocol-PT-10,15,0.01,0.01,1.0,62468,62468,1.0,726,0.001171,FALSE
580,QuasiCertifProtocol-PT-10,14,0.06,0.1,0.6,122888,122888,1.0,726,0.001185,FALSE
579,Raft-PT-02,13,0.01,0.04,0.25,14905,14905,1.0,80,0.000147,FALSE
578,Raft-PT-02,14,0.01,0.03,0.33333333333333337,28,28,1.0,80,0.000175,FALSE
605,PhilosophersDyn-PT-10,16,0.41,0.31,1.3225806451612903,617306,617306,1.0,2480,0.035476,FALSE
606,PhilosophersDyn-PT-20,7,20.81,20.96,0.9928435114503816,12961311,12961311,1.0,17760,0.85054,FALSE
607,PhilosophersDyn-PT-20,9,300.0,300.01,0.9999666677777408,12961311,12961311,1.0,17760,0.898661,NONE
608,PhilosophersDyn-PT-20,10,0.37,1.02,0.3627450980392157,12961311,12961311,1.0,17760,0.942356,TRUE
636,PolyORBLF-PT-S02J06T06,6,1.89,1.99,0.949748743718593,67973665,67973665,1.0,1600,0.00328,TRUE
635,PolyORBLF-PT-S02J06T06,5,4.96,5.01,0.9900199600798404,83153965,83153965,1.0,1600,0.003236,FALSE
634,Planning-PT-none,9,0.01,0.01,1.0,3,3,1.0,254,0.00024,FALSE
633,Planning-PT-none,5,0.01,0.01,1.0,113,113,1.0,254,0.000197,FALSE
632,PhilosophersDyn-PT-20,16,0.84,1.96,0.42857142857142855,12961311,12961311,1.0,17760,0.958945,TRUE
631,PhilosophersDyn-PT-10,6,0.32,0.09,3.555555555555556,617306,617306,1.0,2480,0.034907,TRUE
630,PhilosophersDyn-PT-10,12,0.08,0.07,1.1428571428571428,617306,617306,1.0,2480,0.035251,FALSE
629,PhilosophersDyn-PT-10,11,0.07,0.11,0.6363636363636365,617306,617306,1.0,2480,0.036359,FALSE
628,PhilosophersDyn-PT-10,10,10.1,10.1,1.0,617306,617306,1.0,2480,0.035292,FALSE
627,PhilosophersDyn-PT-10,9,0.07,0.2,0.35000000000000003,617306,617306,1.0,2480,0.036578,FALSE
626,PhilosophersDyn-PT-10,8,12.45,12.46,0.9991974317817013,617306,617306,1.0,2480,0.047079,FALSE
625,PhilosophersDyn-PT-10,7,9.03,9.0,1.0033333333333332,617306,617306,1.0,2480,0.034313,TRUE
624,PhilosophersDyn-PT-10,5,8.81,8.77,1.0045610034207526,617306,617306,1.0,2480,0.034039,FALSE
577,Raft-PT-02,15,0.01,0.03,0.33333333333333337,12828,12828,1.0,80,0.000146,TRUE
623,PhilosophersDyn-PT-10,14,0.07,0.11,0.6363636363636365,617306,617306,1.0,2480,0.03622,FALSE
621,PhilosophersDyn-PT-10,3,0.08,0.27,0.2962962962962963,617306,617306,1.0,2480,0.038505,TRUE
620,PhilosophersDyn-PT-10,2,29.64,29.57,1.0023672641190395,617306,617306,1.0,2480,0.034255,TRUE
619,PhilosophersDyn-PT-10,1,3.65,5.12,0.712890625,617306,617306,1.0,2480,0.034043,TRUE
618,PhilosophersDyn-PT-03,16,0.01,0.07,0.14285714285714285,1,1,1.0,114,0.000171,NONE
617,PhilosophersDyn-PT-03,15,0.01,0.08,0.125,766,766,1.0,114,0.000264,FALSE
616,PhilosophersDyn-PT-10,13,0.07,0.18,0.38888888888888895,617306,617306,1.0,2480,0.035383,FALSE
615,PhilosophersDyn-PT-10,15,0.1,0.14,0.7142857142857143,617306,617306,1.0,2480,0.036152,FALSE
614,PhilosophersDyn-PT-20,15,131.21,134.86,0.9729348954471303,12961311,12961311,1.0,17760,0.90541,FALSE
613,PhilosophersDyn-PT-20,8,0.54,0.72,0.7500000000000001,12961311,12961311,1.0,17760,0.853539,FALSE
612,PhilosophersDyn-PT-20,14,300.0,300.0,1.0,12961311,12961311,1.0,17760,0.893219,NONE
611,PhilosophersDyn-PT-20,13,300.0,300.0,1.0,12961311,12961311,1.0,17760,0.883735,NONE
610,PhilosophersDyn-PT-20,12,300.0,300.01,0.9999666677777408,12961311,12961311,1.0,17760,0.908913,NONE
609,PhilosophersDyn-PT-20,11,0.62,1.16,0.5344827586206897,12961311,12961311,1.0,17760,0.930013,FALSE
622,PhilosophersDyn-PT-10,4,7.6,7.75,0.9806451612903225,617306,617306,1.0,2480,0.034066,FALSE
576,Raft-PT-04,13,0.06,0.24,0.25,3,3,1.0,248,0.00052,FALSE
575,Raft-PT-06,2,0.01,0.01,1.0,150002,150002,1.0,520,0.001282,TRUE
574,Raft-PT-05,14,0.05,0.06,0.8333333333333334,25,25,1.0,371,0.000829,TRUE
541,QuasiCertifProtocol-PT-10,9,0.01,0.01,1.0,55560,55560,1.0,726,0.000963,FALSE
540,QuasiCertifProtocol-PT-06,16,0.11,0.1,1.0999999999999999,5208,5208,1.0,386,0.000541,FALSE
539,QuasiCertifProtocol-PT-10,8,2.76,2.69,1.0260223048327137,74308562,74308562,1.0,726,0.001425,FALSE
538,QuasiCertifProtocol-PT-10,7,0.05,0.24,0.20833333333333334,47109,47109,1.0,726,0.000948,TRUE
537,QuasiCertifProtocol-PT-10,6,0.12,0.19,0.631578947368421,107522,107522,1.0,726,0.001312,TRUE
536,RefineWMG-PT-007008,5,0.02,0.01,2.0,839485,839485,1.0,70,8.9e-05,FALSE
535,QuasiCertifProtocol-PT-10,3,0.06,0.16,0.375,9681477,9681477,1.0,726,0.001311,TRUE
534,QuasiCertifProtocol-PT-10,1,0.07,0.01,7.000000000000001,33796,33796,1.0,726,0.000939,FALSE
533,QuasiCertifProtocol-PT-06,15,0.01,0.15,0.06666666666666667,2500,2500,1.0,386,0.000519,FALSE
532,QuasiCertifProtocol-PT-06,8,0.11,0.07,1.5714285714285714,394371,394371,1.0,386,0.000568,FALSE
531,QuasiCertifProtocol-PT-06,14,0.01,0.07,0.14285714285714285,1798,1798,1.0,386,0.000487,FALSE
530,QuasiCertifProtocol-PT-06,13,0.08,0.01,8.0,454,454,1.0,386,0.000478,TRUE
529,QuasiCertifProtocol-PT-06,12,0.16,0.29,0.5517241379310346,5107838,5107838,1.0,386,0.000659,FALSE
542,QuasiCertifProtocol-PT-06,7,0.02,0.02,1.0,65551,65551,1.0,386,0.000569,TRUE
528,QuasiCertifProtocol-PT-06,11,0.03,0.02,1.5,2757,2757,1.0,386,0.000541,FALSE
526,QuasiCertifProtocol-PT-06,9,0.03,0.06,0.5,2903,2903,1.0,386,0.000541,FALSE
525,PhilosophersDyn-PT-03,14,0.01,0.03,0.33333333333333337,1,1,1.0,114,0.000169,NONE
524,PhilosophersDyn-PT-03,12,0.01,0.07,0.14285714285714285,1,1,1.0,114,0.000168,NONE
523,Raft-PT-06,4,0.01,0.09,0.11111111111111112,11752,11752,1.0,520,0.001423,TRUE
522,Philosophers-PT-000050,11,0.01,0.18,0.05555555555555556,26113,26113,1.0,500,0.000462,TRUE
521,Philosophers-PT-000010,7,0.02,0.11,0.18181818181818182,459271,459271,1.0,100,4.4e-05,FALSE
520,Philosophers-PT-000010,6,20.06,20.57,0.9752066115702479,459271,459271,1.0,100,4.8e-05,FALSE
